"Snow_Course_Name","Number","Elevation_metres","Date_of_Survey","Snow_Depth_cm","Water_Equiv_mm","Survey_Code","percent_Normal","Density_pecent","Survey_Period","Normal_mm"
"JOHANSON LAKE","4B02",1480,"2/25/1977",86,185,NA,73,22,"March_1",253
"LOG CABIN","4E01",886,"2/26/1977",109,328,NA,95,30,"March_1",347
"CARMI","2E02",1254,"2/26/1977",33,63,NA,48,19,"March_1",130
"BIG WHITE MOUNTAIN","2E03",1672,"2/26/1977",91,213,NA,53,23,"March_1",402
"TRAPPING CR (UPPER)","2E04",1360,"2/26/1977",58,130,NA,67,22,"March_1",194
"TRAPPING CREEK (LOWER)","2E05",930,"2/26/1977",23,58,NA,48,25,"March_1",120
"ADAMS RIVER","1E07",1769,"2/26/1977",119,262,NA,47,22,"March_1",560
"YELLOWHEAD","1A01",1860,"2/26/1977",99,287,NA,71,29,"March_1",406
"TORPY RIVER","1A09",1070,"2/26/1977",86,254,NA,72,30,"March_1",351
"PRINCE GEORGE AIRPORT","1A10",684,"2/26/1977",28,86,NA,74,31,"March_1",117
"BLACK MOUNTAIN","1C13",1570,"2/26/1977",117,343,NA,75,29,"March_1",458
"HORSEFLY MOUNTAIN","1C13A",1612,"2/26/1977",104,262,NA,61,25,"March_1",428
"BOSS MTN. MINE","1C20",1500,"2/26/1977",132,348,NA,69,26,"March_1",507
"FIDELITY MOUNTAIN","2A17",1852,"2/26/1977",244,721,NA,69,30,"March_1",1043
"REVELSTOKE","2B01",560,"2/26/1977",43,122,NA,54,28,"March_1",228
"SUMMERLAND RESERVOIR","2F02",1304,"2/26/1977",48,97,NA,51,20,"March_1",190
"CARRS LANDING (UPPER)","2F17",980,"2/26/1977",20,53,NA,NA,27,"March_1",NA
"NICKEL PLATE","2G02",1890,"2/26/1977",51,119,NA,83,23,"March_1",143
"TATLAYOKO LAKE","3A13",1710,"2/26/1977",53,97,NA,43,18,"March_1",227
"PINE PASS","4A02",1439,"2/26/1977",221,765,NA,73,35,"March_1",1051
"GRANDUC MINE","4B12",790,"2/26/1977",358,1229,NA,105,34,"March_1",1176
"ATLIN LAKE","4E02",730,"2/27/1977",38,79,NA,NA,21,"March_1",NA
"TROPHY MOUNTAIN","1E03",1900,"2/27/1977",117,333,NA,NA,28,"March_1",NA
"COOK FORKS","1E06",1390,"2/27/1977",188,536,NA,71,29,"March_1",752
"MOUNT SAINT ANNE","1E11",1770,"2/27/1977",178,579,NA,64,33,"March_1",903
"LONGWORTH (UPPER)","1A05",1693,"2/27/1977",178,508,NA,75,29,"March_1",676
"PACIFIC LAKE","1A11",756,"2/27/1977",147,414,NA,76,28,"March_1",546
"HEDRICK LAKE","1A14",1113,"2/27/1977",173,526,NA,87,30,"March_1",602
"KNUDSEN LAKE","1A15",1598,"2/27/1977",180,599,NA,87,33,"March_1",692
"REVOLUTION CREEK","1A17",1690,"2/27/1977",193,528,NA,70,27,"March_1",754
"PAVILION","1C06",1209,"2/27/1977",5,13,NA,22,26,"March_1",58
"MOUNT COOK","1E02A",1580,"2/27/1977",239,775,NA,76,32,"March_1",1022
"TROPHY MOUNTAIN","1E03A",1907,"2/27/1977",102,282,NA,62,28,"March_1",452
"RECORD MOUNTAIN","2B09",1906,"2/27/1977",69,147,NA,24,21,"March_1",601
"KIMBERLEY","2C03A",1160,"2/27/1977",23,23,NA,18,10,"March_1",126
"CHAR CREEK","2D06",1290,"2/27/1977",74,234,NA,52,32,"March_1",447
"SILVER STAR MOUNTAIN","2F10",1834,"2/27/1977",137,361,NA,59,26,"March_1",610
"ISINTOK LAKE","2F11",1651,"2/27/1977",30,53,NA,40,18,"March_1",132
"ESPERON CR (UPPER)","2F13",1634,"2/27/1977",74,157,NA,48,21,"March_1",330
"ESPERON CR (MIDDLE)","2F14",1440,"2/27/1977",66,132,NA,46,20,"March_1",287
"ESPERON CR (LOWER)","2F15",1340,"2/27/1977",51,89,NA,39,17,"March_1",227
"OYAMA LAKE","2F19",1365,"2/27/1977",48,94,NA,65,20,"March_1",144
"VASEUX CREEK","2F20",1403,"2/27/1977",41,71,"A",63,17,"March_1",113
"SNO-BIRD LAKE","3B16",1400,"2/27/1977",74,188,NA,18,25,"March_1",1067
"NEW TASHME","3D01A",700,"2/27/1977",20,38,NA,30,19,"March_1",126
"MOUNT SHEBA","4A18",1480,"2/27/1977",165,503,NA,71,30,"March_1",712
"MACKENZIE AIRPORT","4A19",700,"2/27/1977",79,140,"A",66,18,"March_1",211
"CHAPMAN LAKE","4B04",1485,"2/27/1977",109,300,NA,74,28,"March_1",407
"MCKENDRICK CREEK","4B07",1048,"2/27/1977",89,239,NA,97,27,"March_1",246
"MOUNT CRONIN","4B08",1491,"2/27/1977",127,348,NA,70,27,"March_1",498
"BLUE RIVER","1E01",690,"2/28/1977",71,221,NA,NA,31,"March_1",NA
"BARKERVILLE","1A03",1520,"2/28/1977",86,201,NA,65,23,"March_1",309
"HANSARD","1A06",590,"2/28/1977",69,198,NA,77,29,"March_1",258
"HANSARD","1A06A",622,"2/28/1977",51,135,NA,79,26,"March_1",170
"FORT ST.JAMES","1A07",810,"2/28/1977",51,117,NA,84,23,"March_1",140
"BURNS LAKE","1A16",820,"2/28/1977",48,132,NA,102,28,"March_1",130
"LAC LE JEUNE (LOWER)","1C07",1370,"2/28/1977",13,20,NA,22,15,"March_1",89
"HIGHLAND VALLEY","1C09A",1457,"2/28/1977",13,25,"A",32,19,"March_1",77
"MOUNT TIMOTHY","1C17",1632,"2/28/1977",74,183,NA,69,25,"March_1",266
"GNAWED MOUNTAIN","1C19",1617,"2/28/1977",10,15,NA,16,15,"March_1",96
"LAC LE JEUNE (UPPER)","1C25",1471,"2/28/1977",8,13,"A",11,16,"March_1",120
"TENQUILLE LAKE","1D06",1680,"2/28/1977",160,480,NA,51,30,"March_1",933
"BLUE RIVER TOWN","1E01A",670,"2/28/1977",63,178,NA,62,28,"March_1",287
"HADDO LAKE","1F01B",1300,"2/28/1977",30,63,NA,60,21,"March_1",105
"ANGLEMONT","1F02",1168,"2/28/1977",74,216,NA,67,29,"March_1",323
"ENDERBY","1F04",1948,"2/28/1977",198,523,NA,62,26,"March_1",840
"CANOE RIVER","2A01A",866,"2/28/1977",23,69,NA,78,30,"March_1",89
"BEAVERFOOT","2A11",1924,"2/28/1977",53,114,"A",68,22,"March_1",167
"MOUNT ABBOT","2A14",2031,"2/28/1977",213,691,NA,69,32,"March_1",1000
"MICA CREEK","2A15",560,"2/28/1977",117,419,NA,82,36,"March_1",512
"GOLDSTREAM","2A16",1914,"2/28/1977",218,643,NA,67,29,"March_1",954
"KEYSTONE CREEK","2A18",1839,"2/28/1977",132,366,NA,55,28,"March_1",671
"VERMONT CREEK","2A19",1533,"2/28/1977",69,152,NA,43,22,"March_1",356
"MOLSON CREEK","2A21",1980,"2/28/1977",206,681,NA,69,33,"March_1",983
"SUNBEAM LAKE","2A22",2066,"2/28/1977",173,541,NA,72,31,"March_1",751
"BUSH RIVER","2A23",1982,"2/28/1977",160,472,NA,69,30,"March_1",682
"KIRBYVILLE LAKE","2A25",1739,"2/28/1977",196,526,NA,53,27,"March_1",990
"BUGABOO CREEK","2A26",1510,"2/28/1977",61,135,NA,42,22,"March_1",322
"FARRON","2B02",1220,"2/28/1977",48,81,NA,26,17,"March_1",317
"FARRON","2B02A",1229,"2/28/1977",48,79,NA,29,16,"March_1",276
"SINCLAIR PASS","2C01",1374,"2/28/1977",30,48,NA,47,16,"March_1",103
"KIMBERLEY (UPPER) VOR","2C11",2148,"2/28/1977",66,163,NA,48,25,"March_1",337
"KIMBERLEY (MIDDLE) VOR","2C12",1692,"2/28/1977",46,97,NA,47,21,"March_1",207
"KIMBERLEY (LOWER) VOR","2C13",1370,"2/28/1977",28,66,NA,43,24,"March_1",152
"VERMILION RIVER NO.3","2C20",1612,"2/28/1977",74,168,NA,69,23,"March_1",243
"VERMILION RIVER NO.4","2C21",1680,"2/28/1977",81,203,NA,NA,25,"March_1",NA
"VERMILION RIVER NO.5","2C22",1570,"2/28/1977",76,213,NA,NA,28,"March_1",NA
"SANDON","2D03",1072,"2/28/1977",86,251,NA,79,29,"March_1",319
"NELSON","2D04",952,"2/28/1977",61,140,NA,43,23,"March_1",328
"DUNCAN LAKE","2D07",650,"2/28/1977",23,74,NA,67,32,"March_1",110
"MCCULLOCH","2F03",1266,"2/28/1977",43,86,NA,59,20,"March_1",146
"GRAYSTOKE LAKE","2F04",1818,"2/28/1977",81,175,NA,61,22,"March_1",285
"MISSION CREEK","2F05",1780,"2/28/1977",112,267,NA,64,24,"March_1",419
"POSTILL LAKE","2F07",1358,"2/28/1977",61,124,NA,72,20,"March_1",173
"GREYBACK RESERVOIR","2F08",1548,"2/28/1977",48,91,NA,48,19,"March_1",188
"MOUNT KOBAU","2F12",1817,"2/28/1977",36,61,NA,24,17,"March_1",253
"BRENDA MINE","2F18",1453,"2/28/1977",61,130,NA,52,21,"March_1",252
"BOULEAU LAKE","2F21",1405,"2/28/1977",81,165,NA,62,20,"March_1",267
"PEARSON CREEK","2F22",940,"2/28/1977",41,107,NA,86,26,"March_1",125
"MACDONALD LAKE","2F23",1742,"2/28/1977",71,170,NA,46,24,"March_1",368
"SUNDAY SUMMIT","2G01A",1310,"2/28/1977",15,30,NA,28,20,"March_1",108
"GROUSE MOUNTAIN","3A01",1126,"2/28/1977",66,188,NA,19,28,"March_1",966
"HOLLYBURN","3A08",1100,"2/28/1977",94,257,NA,20,27,"March_1",1268
"MOUNT SEYMOUR","3A15",1070,"2/28/1977",76,163,NA,14,21,"March_1",1185
"CALLAGHAN CREEK","3A20",1009,"2/28/1977",74,206,NA,29,28,"March_1",702
"DIAMOND HEAD","3A21",1420,"2/28/1977",175,483,NA,43,28,"March_1",1117
"MOUNT COKELY","3B02",1250,"2/28/1977",66,137,NA,NA,21,"March_1",NA
"WEDEENE RIVER","3C04",340,"2/28/1977",41,112,NA,44,27,"March_1",254
"LIGHTNING LAKE","3D02",1254,"2/28/1977",25,51,NA,20,20,"March_1",250
"PINK MOUNTAIN","4A14",1170,"2/28/1977",23,48,NA,66,21,"March_1",73
"MORFEE MOUNTAIN","4A16",1427,"2/28/1977",155,312,NA,43,20,"March_1",725
"FORT ST. JOHN AIRPORT","4A25",692,"2/28/1977",43,102,NA,103,24,"March_1",99
"HUDSON BAY MTN.","4B03",1520,"2/28/1977",127,401,NA,NA,32,"March_1",NA
"HUDSON BAY MTN.","4B03A",1452,"2/28/1977",130,411,NA,93,32,"March_1",443
"TACHEK CREEK","4B06",1133,"2/28/1977",79,160,NA,82,20,"March_1",195
"TERRACE A","4B13",1805,"2/28/1977",15,43,NA,46,29,"March_1",93
"SUMMIT LAKE","4C02",1291,"2/28/1977",33,69,NA,62,21,"March_1",111
"TELEGRAPH CREEK","4D01",490,"2/28/1977",53,147,NA,102,28,"March_1",144
"STANLEY CREEK","4E03",930,"3/1/1977",94,284,NA,120,30,"March_1",236
"LYTTON","1C16",270,"3/1/1977",0,0,NA,0,NA,"March_1",0
"BIG CREEK","1C21",1130,"3/1/1977",13,25,NA,52,19,"March_1",48
"PUNTZI MOUNTAIN","1C22",939,"3/1/1977",30,71,NA,129,24,"March_1",55
"HOPE","1D07",70,"3/1/1977",0,0,NA,NA,NA,"March_1",NA
"WOLVERINE CREEK","1D13",250,"3/1/1977",0,0,NA,0,NA,"March_1",81
"GLACIER","2A02",1249,"3/1/1977",152,500,NA,85,33,"March_1",585
"FIELD","2A03A",1310,"3/1/1977",56,132,NA,90,24,"March_1",147
"KICKING HORSE","2A07",1648,"3/1/1977",94,287,NA,103,31,"March_1",279
"MARBLE CANYON","2C05",1520,"3/1/1977",91,244,NA,81,27,"March_1",302
"FLOE LAKE","2C14",2087,"3/1/1977",135,363,NA,58,27,"March_1",623
"MOUNT ASSINIBOINE","2C15",2230,"3/1/1977",97,231,NA,55,24,"March_1",421
"MOUNT JOFFRE","2C16",1763,"3/1/1977",66,140,NA,48,21,"March_1",291
"THUNDER CREEK","2C17",2062,"3/1/1977",51,91,NA,43,18,"March_1",214
"EAST CREEK","2D08",2030,"3/1/1977",150,424,NA,53,28,"March_1",807
"MOUNT TEMPLEMAN","2D09",1879,"3/1/1977",190,574,NA,67,30,"March_1",859
"BOULEAU CREEK","2F06",1520,"3/1/1977",NA,NA,"N",NA,NA,"March_1",NA
"WHISTLER MOUNTAIN","3A16",1450,"3/1/1977",66,183,NA,36,28,"March_1",511
"LABOUR DAY LAKE","3B03",1020,"3/1/1977",25,51,NA,NA,20,"March_1",NA
"ELK RIVER","3B04",270,"3/1/1977",0,0,NA,0,NA,"March_1",58
"TRIPP MEADOWS","3B06",820,"3/1/1977",0,0,NA,0,NA,"March_1",124
"UPPER THELWOOD LAKE","3B10",1014,"3/1/1977",122,284,NA,25,23,"March_1",1128
"WOLF RIVER (LOWER)","3B19",615,"3/1/1977",28,48,NA,16,17,"March_1",301
"SPROAT LAKE","3B20",1220,"3/1/1977",140,373,NA,151,27,"March_1",247
"MARGARET LAKE","3B21",1040,"3/1/1977",168,437,NA,153,26,"March_1",285
"GERMANSEN (LOWER)","4A17",750,"3/1/1977",48,107,NA,160,22,"March_1",67
"MONKMAN CREEK","4A20",1566,"3/1/1977",NA,NA,"N",NA,NA,"March_1",NA
"PORTAGE MOUNTAIN","4A26",760,"3/1/1977",36,86,NA,76,24,"March_1",113
"NINGUNSAW PASS","4B10",647,"3/1/1977",91,325,NA,82,36,"March_1",397
"DEASE LAKE","4C03",805,"3/1/1977",53,130,NA,105,25,"March_1",124
"CASSIAR","4C04",1390,"3/1/1977",114,317,NA,101,28,"March_1",315
"FORT NELSON AIRPORT","4C05",368,"3/1/1977",43,91,NA,99,21,"March_1",92
"ISKUT","4D02",931,"3/1/1977",41,86,NA,82,21,"March_1",105
"BEAR PASS","4B11",460,"3/2/1977",127,465,NA,100,37,"March_1",464
"BOSTON BAR CREEK (UPPER)","1D11",1340,"3/24/1977",310,757,"B",72,24,"April_1",1048
"BOSTON BAR CREEK (LOWER)","1D12",1230,"3/24/1977",234,465,"B",73,20,"April_1",634
"MONASHEE PASS","2E01",1387,"3/25/1977",114,315,NA,97,28,"April_1",324
"FORT ST.JAMES","1A07",810,"3/25/1977",56,124,NA,107,22,"April_1",116
"WOLVERINE CREEK","1D13",250,"3/25/1977",0,0,NA,0,NA,"April_1",20
"PARK MOUNTAIN","1F03",1890,"3/25/1977",216,671,NA,74,31,"April_1",902
"WHATSHAN (UPPER)","2B05",1476,"3/25/1977",163,493,NA,77,30,"April_1",638
"BARNES CREEK","2B06",1598,"3/25/1977",160,457,NA,92,29,"April_1",497
"KOCH CREEK","2B07",1813,"3/25/1977",155,424,NA,59,27,"April_1",722
"ST. LEON CREEK","2B08",1828,"3/25/1977",249,818,NA,68,33,"April_1",1200
"CALLAGHAN CREEK","3A20",1009,"3/25/1977",135,422,NA,51,31,"April_1",820
"PINE PASS","4A02",1439,"3/25/1977",282,942,NA,78,33,"April_1",1204
"BLUEJOINT MOUNTAIN","2E06",1990,"3/26/1977",140,378,NA,54,27,"April_1",706
"ADAMS RIVER","1E07",1769,"3/26/1977",140,465,NA,69,33,"April_1",673
"HOLMES RIVER","1A18",1900,"3/26/1977",216,704,NA,101,33,"April_1",699
"SUMMERLAND RESERVOIR","2F02",1304,"3/26/1977",56,122,NA,62,22,"April_1",197
"SNO-BIRD LAKE","3B16",1400,"3/26/1977",198,676,NA,54,34,"April_1",1251
"TROPHY MOUNTAIN","1E03",1900,"3/27/1977",170,450,NA,NA,26,"April_1",NA
"MOUNT SAINT ANNE","1E11",1770,"3/27/1977",218,706,NA,66,32,"April_1",1077
"YELLOWHEAD","1A01",1860,"3/27/1977",140,378,NA,78,27,"April_1",482
"HORSEFLY MOUNTAIN","1C13A",1612,"3/27/1977",142,376,NA,81,26,"April_1",466
"TROPHY MOUNTAIN","1E03A",1907,"3/27/1977",142,366,NA,68,26,"April_1",537
"GOLDSTREAM","2A16",1914,"3/27/1977",277,848,NA,75,31,"April_1",1133
"KEYSTONE CREEK","2A18",1839,"3/27/1977",196,561,NA,71,29,"April_1",788
"WATAM LAKE","2A20",1810,"3/27/1977",414,1326,NA,NA,32,"April_1",NA
"MOLSON CREEK","2A21",1980,"3/27/1977",282,866,NA,77,31,"April_1",1120
"SUNBEAM LAKE","2A22",2066,"3/27/1977",224,701,NA,79,31,"April_1",885
"BUSH RIVER","2A23",1982,"3/27/1977",203,622,NA,77,31,"April_1",809
"KIRBYVILLE LAKE","2A25",1739,"3/27/1977",236,701,NA,60,30,"April_1",1163
"KIMBERLEY","2C03A",1160,"3/27/1977",25,51,NA,52,20,"April_1",99
"FERGUSON","2D02",929,"3/27/1977",119,394,NA,72,33,"April_1",550
"TROUT CREEK","2F01",1428,"3/27/1977",51,107,NA,66,21,"April_1",161
"ISINTOK LAKE","2F11",1651,"3/27/1977",48,89,NA,60,19,"April_1",148
"ESPERON CR (UPPER)","2F13",1634,"3/27/1977",107,272,NA,71,25,"April_1",383
"ESPERON CR (MIDDLE)","2F14",1440,"3/27/1977",81,224,NA,68,28,"April_1",328
"ESPERON CR (LOWER)","2F15",1340,"3/27/1977",58,117,NA,48,20,"April_1",245
"OYAMA LAKE","2F19",1365,"3/27/1977",58,140,NA,91,24,"April_1",154
"MOUNT COKELY","3B02",1250,"3/27/1977",175,607,NA,NA,35,"April_1",NA
"CHAPMAN LAKE","4B04",1485,"3/27/1977",132,386,NA,84,29,"April_1",457
"MCKENDRICK CREEK","4B07",1048,"3/27/1977",112,310,NA,114,28,"April_1",271
"MOUNT CRONIN","4B08",1491,"3/27/1977",160,455,NA,80,28,"April_1",570
"BLUE RIVER","1E01",690,"3/28/1977",58,203,NA,56,35,"April_1",362
"LOG CABIN","4E01",886,"3/28/1977",119,363,NA,89,31,"April_1",407
"CARMI","2E02",1254,"3/28/1977",51,117,NA,102,23,"April_1",115
"BIG WHITE MOUNTAIN","2E03",1672,"3/28/1977",137,358,NA,75,26,"April_1",476
"MOUNT ALBREDA","1E04",1920,"3/28/1977",190,571,NA,80,30,"April_1",716
"TRAPPING CR (UPPER)","2E04",1360,"3/28/1977",86,218,NA,111,25,"April_1",197
"TRAPPING CREEK (LOWER)","2E05",930,"3/28/1977",18,56,NA,92,31,"April_1",61
"AZURE RIVER","1E08",1620,"3/28/1977",234,785,NA,75,34,"April_1",1049
"KOSTAL LAKE","1E10",1770,"3/28/1977",196,638,NA,81,33,"April_1",785
"KAZA LAKE","1A12",1247,"3/28/1977",122,340,NA,100,28,"April_1",341
"LONGWORTH (LOWER)","1A13",1230,"3/28/1977",99,234,NA,90,24,"April_1",260
"DOME MOUNTAIN","1A19",1766,"3/28/1977",249,836,NA,117,34,"April_1",716
"MOUNT WELLS","1B01",1489,"3/28/1977",163,498,NA,102,31,"April_1",490
"TAHTSA LAKE","1B02",1319,"3/28/1977",287,968,NA,81,34,"April_1",1202
"SKINS LAKE","1B05",877,"3/28/1977",38,102,NA,113,27,"April_1",90
"PORCUPINE RIDGE","1C02",1830,"3/28/1977",117,282,NA,72,24,"April_1",390
"TRANQUILLE LAKE","1C03",1420,"3/28/1977",71,155,NA,75,22,"April_1",206
"PASS LAKE","1C04",870,"3/28/1977",3,8,NA,26,27,"April_1",31
"GREEN MOUNTAIN","1C12",1630,"3/28/1977",124,338,NA,56,27,"April_1",606
"BLACK MOUNTAIN","1C13",1570,"3/28/1977",152,467,NA,92,31,"April_1",507
"BLUE RIVER TOWN","1E01A",670,"3/28/1977",58,196,NA,75,34,"April_1",263
"ENDERBY","1F04",1948,"3/28/1977",239,749,NA,75,31,"April_1",1002
"BEAVERFOOT","2A11",1924,"3/28/1977",58,147,"A",77,25,"April_1",191
"MOUNT ABBOT","2A14",2031,"3/28/1977",292,975,NA,81,33,"April_1",1199
"VERMONT CREEK","2A19",1533,"3/28/1977",97,226,NA,57,23,"April_1",397
"DOWNIE SLIDE (LOWER)","2A27",964,"3/28/1977",163,478,NA,72,29,"April_1",664
"DOWNIE(S8)","2A28",1250,"3/28/1977",208,602,NA,NA,29,"April_1",NA
"MARBLE CANYON","2C05",1520,"3/28/1977",107,330,NA,98,31,"April_1",336
"UPPER ELK RIVER","2C06",1340,"3/28/1977",18,25,NA,50,14,"April_1",50
"FLOE LAKE","2C14",2087,"3/28/1977",180,498,NA,68,28,"April_1",734
"MOUNT ASSINIBOINE","2C15",2230,"3/28/1977",142,317,NA,62,22,"April_1",514
"MOUNT JOFFRE","2C16",1763,"3/28/1977",86,188,NA,54,22,"April_1",349
"THUNDER CREEK","2C17",2062,"3/28/1977",86,178,NA,69,21,"April_1",259
"VERMILION RIVER NO.3","2C20",1612,"3/28/1977",86,213,NA,81,25,"April_1",264
"VERMILION RIVER NO.4","2C21",1680,"3/28/1977",94,290,NA,NA,31,"April_1",NA
"VERMILION RIVER NO.5","2C22",1570,"3/28/1977",86,213,NA,NA,25,"April_1",NA
"EAST CREEK","2D08",2030,"3/28/1977",203,632,NA,71,31,"April_1",889
"MOUNT TEMPLEMAN","2D09",1879,"3/28/1977",249,782,NA,77,31,"April_1",1013
"SILVER STAR MOUNTAIN","2F10",1834,"3/28/1977",163,488,NA,67,30,"April_1",723
"CARRS LANDING (UPPER)","2F17",980,"3/28/1977",20,71,NA,NA,36,"April_1",NA
"MISSEZULA MOUNTAIN","2G05",1602,"3/28/1977",61,140,NA,71,23,"April_1",197
"POWELL RIVER (UPPER)","3A02",1002,"3/28/1977",196,549,NA,57,28,"April_1",969
"POWELL RIVER (LOWER)","3A05",882,"3/28/1977",127,358,NA,55,28,"April_1",651
"BURWELL LAKE","3A07",880,"3/28/1977",140,549,NA,68,39,"April_1",807
"PALISADE LAKE","3A09",898,"3/28/1977",211,859,NA,65,41,"April_1",1322
"ORCHID LAKE","3A19",1178,"3/28/1977",312,1077,NA,61,35,"April_1",1769
"GERMANSEN (UPPER)","4A05",1489,"3/28/1977",109,292,NA,84,27,"April_1",348
"LADY LAURIER LAKE","4A07",1446,"3/28/1977",145,401,NA,76,28,"April_1",529
"IPEC LAKE","4A08",1310,"3/28/1977",109,269,NA,91,25,"April_1",297
"TSAYDAYCHI LAKE","4A12",1173,"3/28/1977",132,345,NA,87,26,"April_1",398
"PHILIP LAKE","4A13",1013,"3/28/1977",107,257,NA,92,24,"April_1",279
"MOUNT STEARNS","4A21",1514,"3/28/1977",61,119,NA,81,20,"April_1",147
"BEATTON RIVER","4A23",820,"3/28/1977",43,81,NA,93,19,"April_1",87
"KIDPRICE LAKE","4B01",1415,"3/28/1977",246,823,NA,88,33,"April_1",931
"HUDSON BAY MTN.","4B03",1520,"3/28/1977",160,516,NA,NA,32,"April_1",NA
"HUDSON BAY MTN.","4B03A",1452,"3/28/1977",160,500,NA,100,31,"April_1",499
"LU LAKE","4B15",1296,"3/28/1977",140,371,NA,127,27,"April_1",291
"SIKANNI LAKE","4C01",1390,"3/28/1977",94,231,NA,84,25,"April_1",276
"ATLIN LAKE","4E02",730,"3/29/1977",41,102,NA,NA,25,"April_1",NA
"BOWRON LAKE","1A08",1280,"3/29/1977",74,178,NA,134,24,"April_1",133
"TORPY RIVER","1A09",1070,"3/29/1977",140,356,NA,92,25,"April_1",386
"NARROW LAKE","1A21",1650,"3/29/1977",254,808,NA,92,32,"April_1",878
"MCGILLIVRAY PASS","1C05",1715,"3/29/1977",147,409,NA,72,28,"April_1",572
"FRENCH SNOWSHOE","1C10",1580,"3/29/1977",234,752,"A",113,32,"April_1",666
"BRALORNE","1C14",1382,"3/29/1977",20,53,NA,35,27,"April_1",153
"PENFOLD CREEK","1C23",1687,"3/29/1977",236,772,NA,79,33,"April_1",979
"YANKS PEAK","1C24",1710,"3/29/1977",224,721,NA,93,32,"April_1",778
"HARRY LAKE","1C26",1350,"3/29/1977",18,41,NA,51,23,"April_1",81
"CORNWALL HILLS","1C27",2000,"3/29/1977",66,117,NA,54,18,"April_1",217
"STAVE LAKE","1D08",1211,"3/29/1977",277,894,NA,62,32,"April_1",1448
"WAHLEACH LAKE","1D09",1395,"3/29/1977",163,508,NA,86,31,"April_1",588
"NAHATLATCH RIVER","1D10",1530,"3/29/1977",264,749,NA,58,28,"April_1",1296
"ABERDEEN LAKE","1F01A",1262,"3/29/1977",58,130,NA,105,22,"April_1",124
"CANOE RIVER","2A01A",866,"3/29/1977",28,71,NA,109,25,"April_1",65
"GLACIER","2A02",1249,"3/29/1977",185,638,NA,95,34,"April_1",670
"FIDELITY MOUNTAIN","2A17",1852,"3/29/1977",287,1001,NA,83,35,"April_1",1210
"OLD GLORY MOUNTAIN","2B03",2130,"3/29/1977",132,356,NA,49,27,"April_1",734
"RECORD MOUNTAIN","2B09",1906,"3/29/1977",130,315,NA,44,24,"April_1",708
"SULLIVAN MINE","2C04",1580,"3/29/1977",66,137,NA,50,21,"April_1",272
"MORRISSEY RIDGE","2C09",1860,"3/29/1977",137,353,NA,55,26,"April_1",637
"GERRARD","2D01",1620,"3/29/1977",97,221,NA,NA,23,"April_1",NA
"DUNCAN LAKE","2D07",650,"3/29/1977",0,0,NA,0,NA,"April_1",48
"GRAYSTOKE LAKE","2F04",1818,"3/29/1977",109,290,NA,86,27,"April_1",339
"MISSION CREEK","2F05",1780,"3/29/1977",157,427,NA,88,27,"April_1",485
"PEARSON CREEK","2F22",940,"3/29/1977",61,170,NA,207,28,"April_1",82
"NICKEL PLATE","2G02",1890,"3/29/1977",76,178,NA,99,23,"April_1",179
"HAMILTON HILL","2G06",1477,"3/29/1977",102,246,NA,85,24,"April_1",291
"DOG MOUNTAIN","3A10",1007,"3/29/1977",173,638,NA,56,37,"April_1",1137
"LOCH LOMOND","3A11",900,"3/29/1977",173,627,NA,67,36,"April_1",936
"DIAMOND HEAD","3A21",1420,"3/29/1977",241,780,NA,57,32,"April_1",1362
"FORBIDDEN PLATEAU","3B01",1110,"3/29/1977",267,986,NA,66,37,"April_1",1485
"LABOUR DAY LAKE","3B03",1020,"3/29/1977",89,351,NA,NA,39,"April_1",NA
"ELK RIVER","3B04",270,"3/29/1977",0,0,NA,0,NA,"April_1",34
"BURMAN LAKE","3B09",1250,"3/29/1977",277,909,NA,NA,33,"April_1",NA
"UPPER THELWOOD LAKE","3B10",1014,"3/29/1977",259,919,NA,63,35,"April_1",1455
"WOLF RIVER (UPPER)","3B17",1490,"3/29/1977",213,711,NA,59,33,"April_1",1211
"WOLF RIVER (MIDDLE)","3B18",1050,"3/29/1977",130,366,NA,59,28,"April_1",618
"WOLF RIVER (LOWER)","3B19",615,"3/29/1977",63,224,NA,71,36,"April_1",315
"NEW TASHME","3D01A",700,"3/29/1977",41,122,NA,161,30,"April_1",76
"KLESILKWA","3D03A",1134,"3/29/1977",66,188,NA,81,28,"April_1",231
"TUTIZZI LAKE","4A06",1043,"3/29/1977",81,211,NA,81,26,"April_1",259
"PULPIT LAKE","4A09",1331,"3/29/1977",119,335,NA,79,28,"April_1",425
"FREDRICKSON LAKE","4A10",1323,"3/29/1977",89,224,NA,91,25,"April_1",247
"TRYGVE LAKE","4A11",1409,"3/29/1977",117,310,NA,84,26,"April_1",370
"JOHANSON LAKE","4B02",1480,"3/29/1977",97,249,NA,83,26,"April_1",301
"EQUITY MINE","4B14",1434,"3/29/1977",117,295,NA,77,25,"April_1",385
"TELEGRAPH CREEK","4D01",490,"3/29/1977",56,137,NA,94,24,"April_1",146
"MCBRIDE (UPPER)","1A02",1590,"3/30/1977",145,434,NA,108,30,"April_1",401
"BARKERVILLE","1A03",1520,"3/30/1977",114,295,NA,86,26,"April_1",345
"HANSARD","1A06",590,"3/30/1977",71,229,NA,97,32,"April_1",237
"MCBRIDE (MIDDLE)","1A20",1160,"3/30/1977",130,361,NA,108,28,"April_1",333
